-0.02,0.23,2.65,0.18,15748,0
-0.05,0.22,2.66,0.26,15748,0
-0.15,0.20,2.66,0.16,15748,0
-0.12,0.20,2.65,0.18,15798,0
-0.08,0.18,2.66,0.13,15898,0
-0.15,0.20,2.75,0.21,15998,0
-0.13,0.25,2.65,0.21,16099,0
-0.08,0.21,2.66,0.21,16199,0
-0.12,0.20,2.75,0.18,16299,0
-0.08,0.21,2.76,0.40,16399,0
-0.08,0.25,2.81,0.21,16450,0
1.28,0.79,3.27,0.21,16550,0
12.48,32.76,38.18,0.40,16650,0
102.10,178.60,202.16,53.27,16750,0
32.21,908.96,1269.58,26.46,16850,0
4.99,178.42,306.78,-1.21,16951,0
3.82,-1.96,19.77,-5.31,17001,0
2.77,-4.60,23.38,-3.76,17101,0
3.93,-4.40,24.34,-3.64,17201,0
27.73,-4.50,23.23,-2.84,17302,0
4.99,-6.01,21.55,-2.84,17402,0
4.99,-16.40,41.01,-2.84,17502,0
27.73,-4.60,23.38,-2.84,17552,0
316.00,-6.01,24.34,84.68,17652,0
1151.11,-16.40,128.96,1865.55,17753,0
208.89,-17.29,54.02,725.68,17853,0
8.13,-1.63,12.07,85.74,17953,0
6.84,-3.50,9.40,-0.97,18053,0
4.39,-1.76,9.15,0.13,18104,0
3.12,0.78,13.11,0.08,18204,0
6.33,-2.76,13.12,-1.37,18304,0
6.14,-5.67,16.42,31.71,18404,0
11.06,-2.76,13.11,0.13,18504,0
6.33,-3.50,13.12,0.13,18605,0
6.33,-5.67,16.42,31.71,18705,0
-34.31,-31.05,120.07,271.78,18755,0
-3.36,-207.76,2847.15,2345.24,18855,0
58.88,-161.60,2072.30,1181.00,18956,0
17.96,-45.10,791.04,204.23,19056,0
-1.96,3.75,83.80,8.05,19156,0
-3.22,5.32,19.01,7.63,19256,0
-2.54,5.77,19.88,8.30,19307,0
7.52,6.43,20.84,7.73,19407,0
7.52,53.59,26.24,-3.83,19507,0
7.52,5.77,59.55,-80.45,19607,0
7.52,6.43,26.24,7.63,19707,0
160.88,53.59,52.06,-3.83,19808,0
1428.33,1675.41,53.50,-211.78,19858,0
410.34,709.87,46.63,-170.71,19958,0
18.84,72.33,12.90,-45.76,20058,0
3.36,-5.06,11.56,-170.71,20159,0
2.43,-7.09,10.61,-3.56,20259,0
2.98,-4.77,14.94,-2.44,20362,0
15.79,25.28,32.85,-3.95,20412,0
99.76,297.94,14.94,-27.98,20512,0
15.79,25.28,14.94,-4.01,20613,0
15.79,25.28,32.85,-4.01,20713,0
159.91,1710.58,1713.59,-64.31,20813,0
28.96,776.91,763.90,-16.35,20913,0
-0.31,96.16,100.29,-0.27,20963,0
-1.95,-1.44,17.24,0.75,21064,0
-1.30,-1.46,20.10,1.75,21164,0
-0.54,-1.63,22.36,0.97,21264,0
8.59,6.98,119.53,-3.04,21364,0
-0.31,119.95,483.73,-0.27,21465,0
-0.31,6.98,100.29,-0.27,21565,0
8.59,6.98,119.53,-19.94,21615,0
84.76,119.95,2085.51,-15.81,21715,0
43.47,1655.27,1002.12,-17.45,21815,0
2.68,46.21,123.09,-10.21,21916,0
-2.19,-1.46,17.15,-17.10,22016,0
-3.14,0.39,18.66,-15.81,22116,0
-3.28,-0.09,20.68,2.92,22166,0
-2.78,-0.06,24.23,3.40,22267,0
-3.30,0.31,24.69,2.77,22367,0
-2.75,0.49,24.99,3.33,22467,0
-2.78,-0.93,26.66,2.92,22567,0
-2.78,-0.06,29.06,3.33,22667,0
-2.75,-0.09,24.99,3.40,22718,0
38.97,-0.93,26.66,53.45,22818,0
264.27,-10.00,29.06,284.47,22918,0
1380.42,-82.67,49.08,1544.58,23018,0
309.42,-46.27,169.61,397.74,23119,0
14.28,-8.24,41.64,13.48,23219,0
5.86,-4.76,18.86,-2.25,23269,0
28.98,-3.90,16.27,7.67,23369,0
281.23,-6.09,39.64,130.88,23470,0
1076.60,-22.06,138.27,655.52,23570,0
281.23,-21.56,41.64,130.88,23670,0
921.33,-23.11,142.49,1352.92,23770,0
102.11,-22.65,36.82,307.19,23870,0
5.36,-7.18,16.84,2.27,23921,0
3.15,-21.56,12.25,-1.04,24021,0
3.80,-21.56,27.99,6.78,24121,0
24.24,-0.69,155.51,73.87,24221,0
90.63,-28.42,36.82,328.06,24322,0
24.24,-7.18,36.82,73.87,24422,0
24.24,-7.18,155.51,73.87,24472,0
254.93,-28.42,2936.77,328.06,24572,0
135.04,-142.41,1988.72,1986.73,24672,0
18.67,-51.56,445.36,56.07,24773,0
-1.36,-2.71,21.60,4.65,24873,0
-2.98,4.50,10.83,19.19,24973,0
12.41,0.26,75.15,246.72,25023,0
57.70,-38.13,610.88,947.37,25124,0
101.94,-129.16,1695.03,1715.50,25224,0
18.67,-38.13,445.36,246.72,25324,0
87.65,-216.54,2285.37,1111.40,25426,0
15.84,-91.39,853.26,183.14,25527,0
-0.62,-7.19,76.45,5.18,25627,0
-4.65,3.63,13.83,6.56,25677,0
-3.34,4.74,13.22,7.91,25778,0
-2.96,6.12,13.75,6.86,25878,0
44.59,43.41,19.30,5.95,25980,0
-0.62,4.74,45.22,-23.96,26080,0
-0.62,6.12,19.30,5.95,26181,0
44.59,43.41,19.30,5.95,26231,0
347.14,245.73,178.83,-228.72,26331,0
1631.82,1429.36,168.84,-216.10,26432,0
687.97,564.32,123.18,-199.09,26532,0
85.40,62.49,27.86,-91.52,26632,0
27.50,16.64,144.19,-199.09,26733,0
100.67,62.67,8.09,-199.09,26783,0
473.48,261.95,34.35,-106.42,26883,0
937.39,585.06,150.84,-208.12,26984,0
671.70,526.79,34.35,-139.30,27084,0
138.53,151.77,90.52,-22.65,27185,0
9.67,5.88,8.48,-0.44,27285,0
8.11,-4.36,4.65,-1.92,27335,0
8.68,-4.70,2.72,1.13,27435,0
13.57,3.59,12.57,16.69,27536,0
9.05,4.83,28.49,24.10,27636,0
5.84,1.07,27.50,16.76,27737,0
5.17,-1.15,11.64,5.09,27837,0
5.55,-1.46,10.83,1.79,27887,0
8.68,-0.41,21.94,4.20,27988,0
9.05,1.07,21.94,16.69,28088,0
9.05,1.07,65.84,16.76,28188,0
51.95,10.14,50.23,84.16,28289,0
41.56,5.23,52.68,63.99,28389,0
40.34,4.75,60.42,66.48,28439,0
41.73,5.84,50.83,60.33,28540,0
41.97,6.13,49.52,57.24,28640,0
42.92,5.79,50.36,57.00,28740,0
41.97,7.49,53.96,59.80,28841,0
40.58,5.84,51.33,60.33,28941,0
41.73,0.46,50.83,59.80,29041,0
41.73,5.84,50.36,57.24,29092,0
25.78,-5.38,49.52,1.29,29192,0
41.67,4.54,13.31,26.71,29293,0
46.51,16.64,41.42,35.80,29393,0
46.45,19.21,41.84,35.18,29493,0
48.98,18.72,40.57,36.56,29594,0
64.79,21.68,43.07,50.03,29644,0
68.57,31.26,50.65,58.40,29744,0
50.91,24.34,51.50,49.22,29845,0
44.43,11.02,42.47,51.62,29945,0
44.77,19.21,40.40,57.55,30045,0
44.91,-3.06,38.41,64.20,30146,0
45.34,-7.32,34.60,70.86,30246,0
49.85,-11.57,38.22,58.40,30296,0
45.34,-12.98,40.37,64.20,30397,0
47.75,-11.42,38.07,103.69,30500,0
45.34,-7.94,38.22,69.85,30600,0
45.34,-5.98,38.07,70.86,30701,0
45.34,-5.89,34.60,-2.86,30801,0
12.53,-6.47,10.41,-4.03,30852,0
29.08,-5.82,11.73,1.22,30952,0
60.19,-5.98,27.06,34.82,31052,0
67.13,-5.89,12.98,12.92,31153,0
45.44,7.23,12.98,12.92,31253,0
38.67,4.86,58.75,47.76,31353,0
38.13,6.02,58.33,47.83,31404,0
38.58,6.19,57.56,47.63,31504,0
38.83,6.17,58.35,47.82,31604,0
39.89,6.11,58.28,50.54,31705,0
38.83,7.72,59.08,65.46,31805,0
47.08,6.17,58.35,47.83,31905,0
38.83,3.32,57.24,17.95,31956,0
38.83,6.17,58.28,47.82,32056,0
12.20,6.11,58.28,-4.53,32156,0
11.86,-7.26,12.45,-5.37,32257,0
11.94,-6.90,13.11,-5.20,32357,0
11.90,-7.07,13.12,-5.36,32458,0
11.86,-6.99,13.35,-5.12,32508,0
12.34,-6.84,13.33,-5.14,32608,0
11.94,-5.94,13.12,-5.29,32708,0
11.94,-6.90,13.11,-5.03,32809,0
12.34,-6.84,13.11,-5.14,32909,0
28.78,-5.94,-1.16,-5.12,33010,0
25.93,5.91,-0.51,-5.03,33060,0
22.48,3.77,0.30,1.56,33160,0
19.26,1.25,1.99,3.35,33260,0
17.78,-0.07,-0.51,2.61,33361,0
17.98,2.25,5.03,-3.03,33411,0
18.89,5.64,4.36,-4.83,33512,0
19.10,6.94,2.68,-5.69,33612,0
18.95,4.39,0.79,-5.22,33662,0
18.89,0.50,-0.63,-4.40,33763,0
17.98,-4.07,-1.47,-5.44,33863,0
17.98,-7.28,-1.46,-6.05,33963,0
12.84,-7.71,-1.37,-5.74,34064,0
15.37,-6.52,-1.15,-5.44,34164,0
17.78,-5.74,-1.48,-5.22,34214,0
20.45,-4.84,-0.87,-4.40,34315,0
15.37,-2.82,-1.37,2.53,34415,0
26.29,-5.74,-0.26,1.45,34515,0
25.12,-4.84,-0.87,2.14,34616,0
17.71,5.39,-0.26,1.45,34716,0
14.62,4.26,-0.20,2.14,34766,0
20.45,2.24,61.07,2.53,34867,0
8.30,-1.58,32.38,18.29,34967,0
9.32,2.24,5.60,-0.25,35068,0
10.22,-5.01,4.28,16.69,35168,0
14.67,0.82,4.34,-4.46,35268,0
16.41,5.53,5.00,-6.31,35319,0
12.21,0.82,42.42,1.03,35419,0
10.52,0.82,5.60,-0.25,35521,0
11.98,18.47,5.60,26.16,35622,0
12.42,16.99,74.00,24.52,35722,0
12.39,16.84,72.73,24.79,35823,0
12.34,17.15,72.72,24.73,35873,0
12.42,16.77,72.52,24.51,35973,0
12.18,16.97,72.67,24.65,36074,0
12.26,16.87,72.34,24.60,36174,0
12.36,16.94,72.45,24.66,36274,0
12.26,16.91,72.21,24.81,36375,0
12.36,16.95,72.40,24.62,36475,0
12.34,16.94,72.13,24.65,36525,0
12.35,17.02,72.22,24.80,36626,0
12.34,17.04,72.17,24.71,36726,0
12.34,17.02,72.07,24.70,36826,0
12.29,17.11,72.26,24.66,36927,0
12.41,16.96,72.22,24.60,37027,0
12.31,16.99,72.13,24.72,37077,0
12.37,16.96,72.19,24.72,37178,0
12.31,16.99,72.19,24.74,37278,0
12.32,17.06,72.12,24.79,37378,0
12.35,17.06,72.28,24.77,37479,0
12.32,16.99,72.20,24.76,37579,0
12.24,17.15,72.24,24.79,37629,0
12.24,17.17,72.31,24.79,37730,0
12.14,17.14,72.26,24.79,37830,0
12.17,17.22,72.28,24.79,37931,0
12.34,17.13,72.29,24.89,38031,0
12.42,17.13,72.28,24.81,38131,0
12.34,17.21,72.44,24.80,38232,0
12.32,17.20,72.45,24.84,38282,0
12.27,17.15,72.58,24.80,38382,0
12.26,17.17,72.50,24.79,38483,0
12.32,17.23,72.47,24.83,38583,0
12.03,17.20,72.39,24.81,38683,0
12.26,17.21,72.45,24.83,38784,0
12.12,17.23,72.45,24.84,38834,0
12.03,17.34,72.39,24.97,38934,0
12.00,17.55,58.77,25.09,39035,0
10.43,18.91,58.94,25.16,39135,0
10.55,18.83,58.91,26.61,39236,0
10.74,18.74,59.14,26.41,39336,0
10.69,18.74,59.01,26.34,39386,0
10.53,18.76,59.11,26.42,39487,0
10.46,18.79,59.24,26.46,39587,0
10.71,18.82,59.26,26.57,39687,0
10.60,18.83,59.41,26.55,39788,0
10.51,18.79,59.42,26.48,39888,0
10.53,18.86,59.53,26.55,39939,0
10.52,18.88,59.57,26.46,40039,0
10.43,18.83,59.56,26.47,40139,0
10.43,18.77,59.59,26.50,40240,0
10.50,18.81,59.72,26.56,40340,0
10.56,18.88,59.70,26.50,40440,0
10.62,18.96,59.70,26.62,40495,0
10.42,18.95,59.76,26.59,40595,0
10.36,18.88,59.84,26.55,40696,0
10.45,18.90,59.81,26.50,40796,0
10.52,18.99,59.86,26.56,40896,0
10.50,18.90,59.97,26.61,40997,0
10.45,18.94,59.99,26.58,41047,0
10.50,18.88,59.99,26.52,41147,0
10.42,18.81,59.99,26.65,41248,0
10.50,18.92,60.01,26.58,41348,0
10.50,18.79,59.99,26.61,41448,0
10.50,18.88,59.99,26.65,41549,0
30.96,20.62,60.01,26.73,41649,0
24.85,18.88,63.82,76.68,41699,0
26.11,25.03,94.21,64.81,41800,0
33.87,23.74,113.93,88.78,41900,0
25.75,28.44,94.21,112.89,42000,0
24.45,31.49,96.63,93.52,42101,0
26.11,25.91,150.75,122.17,42201,0
26.11,28.44,183.09,143.43,42251,0
47.16,41.96,195.40,135.92,42352,0
48.84,37.15,187.02,141.72,42452,0
56.44,31.88,186.38,153.31,42552,0
70.31,29.92,180.84,169.00,42653,0
48.84,30.75,169.14,143.43,42753,0
56.44,42.14,186.38,153.31,42804,0
70.31,37.15,187.02,169.00,42904,0
155.67,57.33,600.96,491.27,43004,0
162.63,46.81,487.47,414.91,43105,0
184.06,36.76,287.98,370.26,43205,0
183.82,26.05,148.95,321.61,43305,0
185.27,29.17,117.21,298.92,43406,0
158.99,33.56,104.71,297.21,43456,0
162.63,28.06,80.21,208.76,43556,0
162.63,18.85,68.10,135.41,43657,0
86.10,16.53,62.50,297.21,43757,0
95.71,18.82,62.01,107.18,43857,0
112.92,18.46,64.86,124.79,43958,0
131.45,16.74,71.07,160.08,44008,0
127.80,14.71,75.92,197.21,44108,0
108.09,13.71,72.62,182.29,44209,0
83.60,18.42,65.96,141.03,44309,0
108.09,19.68,52.80,67.29,44410,0
108.09,13.60,65.96,40.59,44510,0
20.22,14.71,65.96,20.30,44560,0
26.78,3.66,14.93,24.62,44661,0
47.02,10.97,18.23,46.77,44761,0
61.18,18.14,23.71,66.16,44861,0
65.09,18.24,24.10,72.63,44962,0
71.82,19.17,37.72,77.61,45062,0
109.02,24.52,23.71,116.13,45112,0
65.09,18.24,24.10,72.63,45213,0
71.82,19.17,37.72,77.61,45313,0
109.02,24.52,51.62,116.13,45413,0
329.14,40.31,79.05,392.34,45519,1
439.51,141.42,121.72,468.88,45620,0
273.32,86.89,169.26,318.53,45720,0
329.14,115.58,216.23,392.34,45770,0
439.51,141.42,298.19,468.88,45871,0
1484.98,228.20,1343.89,1230.84,45971,0
1027.87,978.11,1569.32,1403.41,46072,0
702.82,548.71,865.82,1153.17,46172,0
610.09,227.68,486.99,856.04,46273,0
529.97,108.72,423.92,766.32,46323,0
475.32,80.34,370.44,649.63,46423,0
471.39,91.37,344.79,563.50,46524,1
633.45,228.19,382.77,718.51,46624,0
610.09,516.92,633.37,1041.78,46725,0
610.09,227.68,423.92,1145.13,46825,0
633.45,228.19,423.92,1101.96,46875,0
1311.42,830.88,1094.03,1295.58,46976,1
992.40,606.77,1493.61,1421.14,47076,0
763.98,319.23,637.55,1051.12,47177,0
695.42,238.92,524.46,883.33,47277,0
643.18,207.42,485.92,806.83,47378,0
614.83,201.61,471.02,749.38,47480,1
684.58,239.58,535.71,754.42,47530,0
922.36,406.37,763.70,896.87,47631,0
695.42,239.58,535.71,1107.82,47731,0
695.42,239.58,535.71,883.33,47831,0
1116.46,701.44,1440.60,896.87,47931,0
814.63,363.78,909.57,1310.82,48031,0
691.83,189.25,530.95,985.18,48082,0
608.07,153.47,462.52,842.70,48182,0
559.04,122.44,421.32,727.65,48282,0
541.54,106.19,413.13,672.98,48382,0
542.33,110.44,412.06,651.49,48482,0
569.19,135.60,432.44,652.44,48582,0
593.74,153.15,457.86,676.82,48633,0
621.82,143.42,462.54,768.16,48733,0
569.19,156.46,480.70,676.82,48833,0
593.74,193.93,506.22,676.82,48934,1
621.82,153.15,462.54,1003.05,49034,0
651.43,156.46,480.70,810.03,49134,0
706.02,193.93,506.22,1265.51,49234,0
1129.18,278.89,586.69,1485.90,49285,0
771.61,534.11,938.10,1230.92,49385,0
565.97,243.43,425.04,775.70,49485,0
525.58,107.71,388.32,671.01,49585,0
512.81,80.73,381.24,636.88,49686,1
534.92,87.09,394.99,637.92,49736,0
703.59,125.93,525.17,721.15,49836,0
565.97,282.88,807.86,961.64,49936,0
565.97,125.93,425.04,721.15,50036,0
1026.71,125.93,525.17,721.15,50137,0
728.49,482.33,1030.35,1211.30,50237,0
621.37,206.57,520.89,915.35,50337,0
589.72,111.82,430.68,797.81,50387,0
555.92,103.77,417.76,742.80,50487,0
554.37,111.76,407.34,691.06,50588,0
626.35,154.80,425.55,701.47,50688,1
621.37,326.77,561.13,803.52,50788,0
621.37,154.80,430.68,797.81,50888,0
626.35,154.80,430.68,797.81,50938,0
882.58,351.76,561.13,1320.11,51039,0
682.99,148.71,938.08,975.66,51139,0
629.10,96.55,480.15,864.53,51239,0
601.83,82.42,433.72,805.09,51339,1
636.36,112.87,426.02,811.64,51440,0
902.26,251.19,741.91,1021.35,51490,0
682.99,148.71,955.89,1295.77,51590,0
682.99,148.71,1113.31,1398.95,51690,0
806.05,273.10,914.75,1327.17,51790,0
613.16,52.19,430.09,956.29,51891,0
578.69,23.15,350.88,842.63,51991,1
586.22,28.31,360.23,801.60,52041,0
743.89,95.30,477.67,840.33,52141,0
1047.93,252.86,727.20,1070.26,52242,0
1161.75,95.30,947.16,1299.15,52342,0
886.73,317.52,477.67,956.29,52442,0
688.63,82.24,578.06,1129.56,52542,0
645.39,20.75,417.89,947.42,52642,0
630.57,13.07,394.73,906.22,52693,0
694.01,24.12,416.93,888.38,52793,0
904.20,88.18,529.47,979.60,52893,1
694.01,222.95,723.24,1181.99,52993,0
966.02,82.24,529.47,979.60,53093,0
424.70,165.11,650.37,482.57,53194,0
182.38,25.48,238.66,171.29,53244,0
183.64,27.14,141.25,202.57,53344,0
226.06,52.11,153.21,269.05,53444,0
263.06,67.85,186.07,324.77,53545,0
296.74,86.67,249.68,359.85,53645,1
429.03,108.71,381.26,470.41,53745,0
263.06,67.85,238.66,324.77,53795,0
296.74,86.67,249.68,359.85,53895,0
695.69,108.71,651.30,869.49,53996,0
487.13,219.65,429.52,686.74,54096,0
453.76,92.23,364.34,636.08,54196,0
434.89,82.36,348.86,614.03,54296,1
468.09,70.76,360.64,585.19,54346,0
672.01,219.12,503.13,675.32,54447,0
487.13,338.55,429.52,675.32,54547,0
829.39,298.70,429.52,675.32,54647,0
550.32,132.49,863.53,1117.95,54747,0
296.71,53.66,368.78,614.66,54848,0
190.62,43.12,163.57,308.35,54898,0
223.27,51.29,128.60,230.34,54998,1
414.02,124.86,190.59,302.79,55098,0
743.63,296.93,416.34,530.64,55198,0
414.02,124.86,671.25,936.20,55299,0
899.40,473.37,755.87,869.14,55399,0
398.72,199.31,695.49,430.17,55499,0
163.95,49.63,289.93,155.71,55549,0
151.08,39.77,119.14,150.65,55649,1
224.09,57.94,178.21,221.49,55750,0
468.39,155.39,386.92,430.60,55800,0
813.13,333.90,654.16,756.22,55900,0
969.50,155.39,763.03,916.81,56000,0
845.71,446.93,781.87,940.81,56050,0
508.09,299.79,638.69,787.25,56151,0
184.11,105.52,240.70,349.37,56251,0
169.49,35.67,638.69,756.22,56351,0
240.06,50.32,144.84,243.57,56451,0
359.64,86.63,216.14,335.96,56552,1
699.00,205.84,447.36,569.15,56602,0
359.64,105.52,240.70,349.37,56702,0
918.30,105.52,240.70,349.37,56802,0
458.65,331.30,599.86,815.67,56902,0
190.73,109.25,242.54,366.26,57003,0
213.83,41.71,125.98,170.72,57103,0
324.44,53.55,158.70,242.73,57203,1
613.76,117.58,282.51,406.61,57253,0
1031.11,277.03,552.84,746.36,57353,0
458.65,117.58,282.51,406.61,57454,0
1216.53,117.58,282.51,1154.98,57554,0
1101.27,500.77,785.87,1166.76,57654,1
846.98,436.79,899.39,1284.07,57754,0
1031.11,278.78,1136.09,914.09,57804,0
1031.11,436.79,367.75,1154.98,57905,0
220.87,436.79,566.01,1154.98,58005,0
274.16,-33.86,999.61,900.50,58105,0
383.46,-85.73,1336.79,1410.64,58205,0
466.44,-145.84,1341.61,1694.70,58305,0
503.78,-166.69,1196.58,1739.12,58356,0
530.50,-225.20,1052.10,1707.40,58456,0
554.41,-239.88,950.91,1686.75,58556,0
608.70,-246.53,893.23,1761.52,58656,0
660.09,-225.85,741.88,2033.46,58756,0
682.21,-207.60,561.85,1739.12,58857,0
697.88,-207.03,524.02,2157.86,58907,0
638.19,-207.10,507.71,1756.30,59007,0
556.97,-207.05,450.70,1307.65,59108,0
520.47,-207.02,403.79,1030.43,59208,0
538.57,-207.07,399.77,993.57,59309,0
559.41,-207.07,420.86,1151.64,59409,0
585.76,-207.08,436.11,1326.70,59459,0
559.41,-207.07,491.02,1518.79,59560,0
559.41,-207.10,436.11,1307.65,59660,0
678.51,-206.98,436.11,2268.48,59760,0
633.19,-206.96,491.02,1985.90,59861,0
514.61,-207.07,959.97,1214.19,59961,0
633.19,-206.98,335.26,437.22,60062,0
633.19,-206.96,217.34,155.04,60112,0
91.70,-192.76,133.58,88.52,60212,0
74.42,-0.21,85.69,66.00,60313,0
81.82,5.45,86.17,83.67,60413,0
83.10,23.17,76.03,109.36,60513,0
69.67,30.25,64.81,101.85,60614,0
72.90,30.22,57.72,93.65,60664,0
73.87,27.34,43.52,84.57,60768,0
68.77,18.74,48.29,88.57,60869,0
68.95,12.83,93.37,109.82,60969,0
72.60,15.22,64.81,101.85,61069,0
69.67,16.35,64.81,101.85,61170,0
68.95,6.66,93.37,109.82,61220,0
48.46,9.58,291.77,221.15,61320,0
74.78,16.39,326.55,248.61,61421,0
104.82,24.45,337.79,273.80,61521,0
128.34,16.35,314.03,285.02,61622,0
146.61,16.39,312.01,301.34,61722,0
144.24,38.87,314.03,384.31,61822,0
134.71,27.60,379.15,246.06,61873,0
124.24,24.79,326.55,172.51,61973,0
111.86,23.88,314.03,147.14,62073,0
106.21,31.73,76.20,131.56,62174,0
139.21,38.07,97.96,177.75,62274,0
175.44,34.65,139.51,262.93,62375,0
179.92,22.10,151.08,291.90,62425,0
184.95,13.82,154.68,291.22,62525,0
188.91,19.92,162.68,270.25,62626,0
216.36,19.86,180.52,317.50,62726,1
184.95,-0.32,208.69,430.62,62826,0
188.91,19.86,162.68,291.90,62927,0
294.04,-11.97,247.84,317.50,62978,1
331.30,11.07,268.88,581.40,63078,0
280.62,11.07,227.92,694.84,63179,0
294.04,11.07,247.84,579.57,63279,0
331.30,11.07,268.88,581.40,63379,0
803.84,296.20,458.02,694.84,63479,0
563.16,50.78,981.77,1343.25,63529,0
500.87,0.44,517.18,1044.95,63630,0
491.03,1.52,443.33,927.91,63730,0
464.68,8.08,424.91,853.43,63830,0
